"Experiment"	"Batch"	"NREADS"	"NALIGNED"	"RALIGN"	"TOTAL_DUP"	"PRIMER"	"PCT_RIBOSOMAL_BASES"	"PCT_CODING_BASES"	"PCT_UTR_BASES"	"PCT_INTRONIC_BASES"	"PCT_INTERGENIC_BASES"	"PCT_MRNA_BASES"	"MEDIAN_CV_COVERAGE"	"MEDIAN_5PRIME_BIAS"	"MEDIAN_3PRIME_BIAS"	"CreER"	"ERCC_reads"
"OEL22_N720_S513"	"K5ERP63CKO_UI_7DPT"	"P13"	1694680	1619660	95.5728	57.5787	0.021993	0	0.311915	0.35328	0.211314	0.123492	0.665195	0.811542	0.103952	0.421493	0	0
"OEL21_N714_S506"	"K5ERP63CKO_UI_7DPT"	"P12"	1396140	1345280	96.3568	46.2014	0.0174859	0	0.232616	0.247151	0.388175	0.132058	0.479767	0.880839	0.088164	0.377049	0	0
"OEL22_N728_S513"	"K5ERP63CKO_UI_7DPT"	"P13"	1615200	1555480	96.3027	57.3214	0.0186067	0	0.186088	0.264883	0.402992	0.146037	0.450971	1.27512	0	0.407796	8	0
"OEL22_N727_S522"	"K5ERP63CKO_UI_7DPT"	"P13"	1319570	1260730	95.5409	53.7437	0.0195572	0	0.299081	0.332055	0.258279	0.110585	0.631136	0.926025	0.053606	0.410777	1836	0
"OEL22_N722_S513"	"K5ERP63CKO_UI_7DPT"	"P13"	1400090	1335060	95.3559	48.9829	0.0205299	3e-06	0.275427	0.34529	0.224062	0.155218	0.620717	0.835396	0.075253	0.466275	0	0
"OEL22_N724_S517"	"K5ERP63CKO_UI_7DPT"	"P13"	1486490	1420320	95.5486	47.8995	0.0213893	0	0.272961	0.280713	0.309419	0.136907	0.553674	0.790928	0.126814	0.464401	1	0
"OEL19_N722_S506"	"K5ERP63CKO_UI_14DPT"	"P11"	930670	879890	94.5437	43.8155	0.0177701	0	0.290908	0.33885	0.208602	0.16164	0.629758	0.868805	0.098344	0.431543	1	0
"OEL22_N726_S513"	"K5ERP63CKO_UI_7DPT"	"P13"	1603690	1541050	96.0936	56.8497	0.0190992	0	0.198039	0.25203	0.415985	0.133946	0.450069	1.03239	0	0.483378	9	0
"OEL22_N721_S522"	"K5ERP63CKO_UI_7DPT"	"P13"	1640940	1577690	96.145	51.158	0.0173553	1e-06	0.178342	0.242665	0.380422	0.19857	0.421007	1.08577	0	0.446574	0	0
"OEL21_N715_S510"	"K5ERP63CKO_UI_7DPT"	"P12"	1267710	1215800	95.9055	42.118	0.0191166	0	0.239921	0.306894	0.307419	0.145766	0.546815	0.861409	0.077502	0.428958	2	0
"OEL19_N721_S507"	"K5ERP63CKO_UI_14DPT"	"P11"	1233220	1165240	94.4882	47.5076	0.0175361	4e-06	0.289642	0.323896	0.264354	0.122104	0.613538	0.875991	0.101836	0.37599	0	0
"OEL21_N714_S502"	"K5ERP63CKO_UI_7DPT"	"P12"	1278230	1229850	96.215	46.7687	0.0180215	1e-06	0.213798	0.291498	0.35079	0.143913	0.505296	0.967179	0.004999	0.421486	1	0
"OEL22_N720_S517"	"K5ERP63CKO_UI_7DPT"	"P13"	1822880	1755800	96.3199	54.301	0.0168783	1.3e-05	0.248875	0.267273	0.37378	0.11006	0.516147	0.856366	0.092854	0.398832	0	0
"OEL21_N711_S505"	"K5ERP63CKO_UI_7DPT"	"P12"	1300400	1241260	95.4527	60.0323	0.0208608	0	0.334069	0.323339	0.220607	0.121985	0.657408	0.976039	0.079713	0.40425	0	0
"OEL21_N714_S508"	"K5ERP63CKO_UI_7DPT"	"P12"	1193450	1135430	95.1384	63.5759	0.0241262	0	0.382058	0.358238	0.126383	0.133321	0.740296	1.14461	0	0.427208	0	0
"OEL22_N724_S518"	"K5ERP63CKO_UI_7DPT"	"P13"	1657400	1598300	96.4345	51.8845	0.0168839	0	0.186363	0.238791	0.44067	0.134175	0.425154	0.979209	0.045361	0.426396	2	0
"OEL21_N715_S502"	"K5ERP63CKO_UI_7DPT"	"P12"	1274940	1211380	95.0148	42.4767	0.0233706	0	0.197281	0.278955	0.367534	0.156231	0.476235	0.990584	0.00792	0.485326	1	0
"OEL19_N721_S502"	"K5ERP63CKO_UI_14DPT"	"P11"	1647540	1564950	94.9873	56.0494	0.018501	0	0.257512	0.31013	0.295157	0.137201	0.567642	1.03302	0.01116	0.363188	0	0
"OEL22_N727_S513"	"K5ERP63CKO_UI_7DPT"	"P13"	1612070	1544400	95.802	52.9467	0.0176649	8e-06	0.240847	0.274153	0.376782	0.10821	0.515	0.91904	0.058567	0.458932	498	0
"OEL21_N714_S507"	"K5ERP63CKO_UI_7DPT"	"P12"	1336750	1274310	95.3292	61.7957	0.0228158	0	0.27101	0.308588	0.270242	0.150161	0.579597	1.21297	0	0.398701	2352	0
"OEL22_N720_S518"	"K5ERP63CKO_UI_7DPT"	"P13"	1850830	1771530	95.7156	56.51	0.0183309	1e-06	0.294986	0.296805	0.280553	0.127655	0.59179	0.761558	0.139747	0.440073	964	0
"OEL21_N712_S508"	"K5ERP63CKO_UI_7DPT"	"P12"	349112	307199	87.9944	72.2069	0.0614707	0	0.22537	0.410487	0.046215	0.317929	0.635857	1.46616	0	0.4086	278	0
"OEL22_N718_S521"	"K5ERP63CKO_UI_7DPT"	"P12"	1310670	1248250	95.2373	42.0139	0.0219301	4e-06	0.232206	0.257204	0.363963	0.146623	0.48941	0.83865	0.143404	0.471348	0	0
"OEL21_N711_S508"	"K5ERP63CKO_UI_7DPT"	"P12"	1046900	996008	95.1388	59.6259	0.0231925	4e-06	0.354798	0.373341	0.154408	0.117448	0.728139	1.09997	0.005175	0.378498	0	0
"OEL19_N720_S508"	"K5ERP63CKO_UI_14DPT"	"P11"	1496180	1419960	94.9054	43.6367	0.0165881	1e-05	0.24234	0.285158	0.335152	0.137341	0.527498	0.829756	0.128985	0.371778	28	0
"OEL22_N723_S521"	"K5ERP63CKO_UI_7DPT"	"P13"	1446520	1387880	95.9461	44.7456	0.0187889	4e-06	0.188341	0.270092	0.369259	0.172305	0.458432	0.920975	0.029299	0.435491	0	0
"OEL22_N722_S521"	"K5ERP63CKO_UI_7DPT"	"P13"	1186780	1134880	95.6266	43.9547	0.0204592	8e-06	0.196695	0.251006	0.390511	0.16178	0.4477	1.04567	0	0.405624	9	0
"OEL19_N721_S508"	"K5ERP63CKO_UI_14DPT"	"P11"	1142590	1083450	94.8239	46.3321	0.0197627	0	0.286062	0.264887	0.297112	0.151938	0.55095	0.955885	0.080393	0.339591	1	0
"OEL19_N718_S510"	"K5ERP63CKO_UI_14DPT"	"P11"	83033	56213	67.6996	36.5685	0.0326698	0	0.228527	0.392674	0.22094	0.157859	0.621201	1.02981	0.059735	0.957483	0	0
"OEL22_N716_S515"	"K5ERP63CKO_UI_7DPT"	"P12"	1693570	1629550	96.2198	49.0635	0.0158486	1e-06	0.234384	0.289936	0.341944	0.133735	0.52432	0.871319	0.051233	0.409513	0	0
"OEL19_N719_S510"	"K5ERP63CKO_UI_14DPT"	"P11"	1527000	1447020	94.7627	44.5958	0.0162888	0	0.225301	0.274863	0.374624	0.125212	0.500164	0.945148	0.054096	0.388902	0	0
"OEL19_N723_S511"	"K5ERP63CKO_UI_14DPT"	"P11"	1194920	1136600	95.119	48.6345	0.0187101	0	0.218429	0.251355	0.402111	0.128105	0.469783	1.04085	0.057828	0.371701	540	0
"OEL22_N727_S520"	"K5ERP63CKO_UI_7DPT"	"P13"	1648510	1573730	95.464	63.8276	0.0214379	0	0.346252	0.381612	0.141249	0.130888	0.727863	0.865918	0.082587	0.44081	26	0
"OEL22_N719_S515"	"K5ERP63CKO_UI_7DPT"	"P12"	1367380	1300280	95.0924	53.0328	0.0238579	0	0.316136	0.333087	0.203871	0.146906	0.649224	0.822501	0.136917	0.438326	2	0
"OEL19_N719_S507"	"K5ERP63CKO_UI_14DPT"	"P11"	1737160	1647390	94.8326	51.4467	0.0156369	2e-06	0.231473	0.261416	0.364647	0.142463	0.492889	0.97666	0.028546	0.317623	3	0
"OEL21_N715_S507"	"K5ERP63CKO_UI_7DPT"	"P12"	1328520	1281930	96.4927	41.4578	0.0164591	3e-06	0.197212	0.241228	0.412223	0.149334	0.43844	0.945306	0.060657	0.410032	2	0
"OEL22_N723_S518"	"K5ERP63CKO_UI_7DPT"	"P13"	1845980	1779760	96.4128	45.0726	0.0158909	0	0.254627	0.271316	0.339911	0.134146	0.525943	0.758533	0.128283	0.411126	1	0
"OEL22_N721_S518"	"K5ERP63CKO_UI_7DPT"	"P13"	1704590	1629540	95.5976	53.3911	0.0192153	0	0.326605	0.359402	0.191474	0.122519	0.686007	0.738463	0.108299	0.414042	790	0
"OEL22_N718_S518"	"K5ERP63CKO_UI_7DPT"	"P12"	1512920	1446240	95.5921	51.0822	0.021614	0	0.317625	0.29438	0.238691	0.149303	0.612006	0.759868	0.17074	0.4142	370	0
"OEL22_N722_S517"	"K5ERP63CKO_UI_7DPT"	"P13"	1279600	1225620	95.781	47.2017	0.0182143	0	0.218804	0.249084	0.410723	0.121389	0.467888	0.939779	0.082018	0.361856	814	0
"OEL19_N724_S506"	"K5ERP63CKO_UI_14DPT"	"P11"	910501	859308	94.3775	52.2584	0.0222176	0	0.288867	0.306503	0.269121	0.135508	0.59537	1.10681	0.018497	0.336349	26	0
"OEL19_N726_S502"	"K5ERP63CKO_UI_14DPT"	"P11"	1844700	1763290	95.587	51.9303	0.0144528	0	0.245305	0.281913	0.33988	0.132902	0.527218	0.939277	0.04512	0.399218	0	0
"OEL21_N715_S511"	"K5ERP63CKO_UI_7DPT"	"P12"	1281870	1234670	96.3177	44.379	0.0149578	0	0.211994	0.280779	0.377255	0.129972	0.492773	1.0097	0.030499	0.380556	1	0
"OEL22_N728_S517"	"K5ERP63CKO_UI_7DPT"	"P13"	1400900	1339810	95.6391	46.2311	0.0205839	0	0.306097	0.371808	0.179032	0.143063	0.677905	0.756422	0.130203	0.453015	5	0
"OEL22_N724_S521"	"K5ERP63CKO_UI_7DPT"	"P13"	1417730	1356880	95.708	56.2086	0.0211156	0	0.286712	0.328906	0.270845	0.113537	0.615618	0.872814	0.093147	0.432263	922	0
"OEL22_N721_S521"	"K5ERP63CKO_UI_7DPT"	"P13"	1568800	1497860	95.4783	58.9349	0.0212551	8e-06	0.375459	0.35259	0.15802	0.113923	0.728049	0.796025	0.114892	0.457479	342	0
"OEL19_N723_S503"	"K5ERP63CKO_UI_14DPT"	"P11"	790963	742510	93.8742	41.6051	0.0265212	0	0.226841	0.349805	0.276802	0.146551	0.576646	0.981849	0.010292	0.437156	0	0
"OEL22_N723_S517"	"K5ERP63CKO_UI_7DPT"	"P13"	1328580	1267540	95.4061	59.2943	0.0231579	1e-06	0.335045	0.328419	0.205294	0.13124	0.663465	0.994081	0.031842	0.425136	1890	0
"OEL22_N721_S517"	"K5ERP63CKO_UI_7DPT"	"P13"	1259340	1203340	95.5534	53.6841	0.0210088	0	0.383513	0.347446	0.135979	0.133062	0.73096	0.817982	0.112842	0.418974	0	0
"OEL22_N726_S522"	"K5ERP63CKO_UI_7DPT"	"P13"	1523210	1440810	94.5902	63.688	0.027227	0	0.33855	0.441204	0.111147	0.109099	0.779754	0.907317	0.035139	0.502726	1	0
"OEL22_N718_S517"	"K5ERP63CKO_UI_7DPT"	"P12"	1337180	1282320	95.8972	51.5741	0.0193373	0	0.212932	0.277265	0.394336	0.115467	0.490197	1.0636	0.024583	0.37885	0	0
"OEL22_N722_S518"	"K5ERP63CKO_UI_7DPT"	"P13"	1418050	1360180	95.9192	52.1793	0.0183002	0	0.361117	0.321124	0.197054	0.120705	0.682242	0.777922	0.132082	0.391763	945	0
"OEL23_N706_S507"	"K5ERP63CKO_UI_14DPT"	"P14"	2275900	2157300	94.7888	56.6907	0.0242639	0	0.310059	0.344024	0.188658	0.157258	0.654083	0.749705	0.176128	0.402157	0	0
"OEL23_N705_S511"	"K5ERP63CKO_UI_14DPT"	"P14"	2008120	1920470	95.6351	48.6641	0.0165708	0	0.259184	0.290647	0.320825	0.129344	0.549831	0.736461	0.154628	0.38948	0	0
"OEL23_N705_S507"	"K5ERP63CKO_UI_14DPT"	"P14"	2433390	2316290	95.1878	58.4451	0.0184592	0	0.306933	0.336971	0.184481	0.171615	0.643904	0.749314	0.135419	0.397487	1	0
"OEL23_N705_S508"	"K5ERP63CKO_UI_14DPT"	"P14"	2345840	2202120	93.8733	63.3401	0.0305386	4e-06	0.169673	0.216603	0.40919	0.20453	0.386276	1.50038	0	0.436502	0	0
"OEL23_N702_S510"	"K5ERP63CKO_UI_14DPT"	"P14"	1881460	1811710	96.2928	46.9076	0.0134517	4e-06	0.262334	0.293836	0.314781	0.129046	0.556169	0.796905	0.154715	0.321016	0	0
"OEL23_N703_S505"	"K5ERP63CKO_UI_14DPT"	"P14"	2638890	2535170	96.0695	56.9549	0.0149761	0	0.276253	0.274823	0.314484	0.134439	0.551076	0.783291	0.153554	0.350155	0	0
"OEL23_N706_S511"	"K5ERP63CKO_UI_14DPT"	"P14"	1891360	1808670	95.6278	43.9991	0.0171308	0	0.266257	0.298609	0.301426	0.133707	0.564866	0.715216	0.184214	0.399384	165	0
"OEL23_N702_S503"	"K5ERP63CKO_UI_14DPT"	"P14"	1931490	1854800	96.0294	54.2803	0.0145233	0	0.341342	0.341525	0.186596	0.130537	0.682867	0.702053	0.190311	0.419811	0	0
"OEL23_N701_S510"	"K5ERP63CKO_UI_14DPT"	"P14"	2621970	2524880	96.2969	62.4847	0.0149705	1.6e-05	0.296848	0.247496	0.331083	0.124557	0.544345	0.834426	0.155036	0.299561	1	0
"OEL23_N703_S506"	"K5ERP63CKO_UI_14DPT"	"P14"	2657400	2557410	96.2373	51.688	0.0131478	1.2e-05	0.308404	0.276536	0.28851	0.126539	0.58494	0.696777	0.186827	0.386106	0	0
"OEL23_N703_S511"	"K5ERP63CKO_UI_14DPT"	"P14"	2185470	2084890	95.3977	44.7644	0.0168802	0	0.30795	0.321843	0.248078	0.122128	0.629793	0.666544	0.209845	0.416776	4	0
"OEL23_N705_S506"	"K5ERP63CKO_UI_14DPT"	"P14"	2931180	2804950	95.6936	56.7215	0.0157555	2e-06	0.373763	0.351429	0.142624	0.132182	0.725192	0.649565	0.227076	0.412612	15	0
"OEL23_N706_S508"	"K5ERP63CKO_UI_14DPT"	"P14"	1348310	1291170	95.7619	38.7474	0.0158416	0	0.272322	0.292295	0.302574	0.13281	0.564617	0.79109	0.133404	0.34845	0	0
"OEL23_N706_S510"	"K5ERP63CKO_UI_14DPT"	"P14"	2209860	2118950	95.8858	50.9417	0.0157166	1.6e-05	0.364321	0.342063	0.158616	0.134983	0.706384	0.658427	0.218925	0.3908	254	0
"OEL23_N705_S505"	"K5ERP63CKO_UI_14DPT"	"P14"	2025110	1954550	96.5156	61.8804	0.0157364	0	0.101052	0.150714	0.606417	0.141818	0.251765	1.85402	0	0.229995	1	0
"OEL23_N703_S507"	"K5ERP63CKO_UI_14DPT"	"P14"	2804810	2697510	96.1745	66.2094	0.0154998	0	0.306084	0.289837	0.289896	0.114183	0.595921	0.87009	0.075477	0.313788	1794	0
"OEL23_N703_S508"	"K5ERP63CKO_UI_14DPT"	"P14"	2384370	2296900	96.3313	45.7266	0.0134932	9e-06	0.287603	0.255952	0.330369	0.126067	0.543555	0.683961	0.236194	0.391968	2	0
"OEL23_N701_S503"	"K5ERP63CKO_UI_14DPT"	"P14"	2402780	2313550	96.2866	53.2251	0.0136426	0	0.272698	0.296598	0.306392	0.124313	0.569295	0.718228	0.175062	0.378022	0	0
"OEL23_N705_S510"	"K5ERP63CKO_UI_14DPT"	"P14"	1998160	1912890	95.7327	45.5257	0.0159194	0	0.337679	0.334897	0.190732	0.136692	0.672576	0.662761	0.255399	0.395395	423	0
"OEL23_N706_S505"	"K5ERP63CKO_UI_14DPT"	"P14"	2421290	2325790	96.056	56.3911	0.0158365	0	0.295217	0.281097	0.298427	0.125258	0.576315	0.752952	0.172063	0.3706	569	0
"OEL23_N706_S506"	"K5ERP63CKO_UI_14DPT"	"P14"	2237990	2124390	94.9241	66.3418	0.0192118	0	0.370363	0.346747	0.111231	0.171659	0.71711	0.795795	0.154857	0.355385	4587	0
"OEL23_N704_S502"	"K5ERP63CKO_UI_14DPT"	"P14"	2671710	2560190	95.8259	58.7079	0.0159676	0	0.321926	0.349437	0.182834	0.145804	0.671362	0.724151	0.174224	0.38106	1	0
"OEL23_N707_S502"	"K5ERP63CKO_UI_14DPT"	"P14"	2480690	2373380	95.6742	49.586	0.0172856	1.1e-05	0.270733	0.327192	0.243167	0.158897	0.597925	0.697701	0.198703	0.410762	34	0
"OEL23_N701_S507"	"K5ERP63CKO_UI_14DPT"	"P14"	2462430	2362190	95.929	60.4147	0.0166593	0	0.286731	0.29254	0.266132	0.154597	0.579271	0.865119	0.095948	0.350518	9	0
"OEL23_N705_S503"	"K5ERP63CKO_UI_14DPT"	"P14"	2278100	2170910	95.2947	50.0213	0.0183691	1.2e-05	0.334725	0.349926	0.164177	0.151161	0.684651	0.685085	0.196259	0.447257	61	0
"OEL23_N702_S502"	"K5ERP63CKO_UI_14DPT"	"P14"	1901600	1817090	95.5558	67.7008	0.0179961	0	0.457311	0.345862	0.076958	0.119869	0.803173	0.826569	0.140423	0.359609	0	0
"OEL23_N706_S503"	"K5ERP63CKO_UI_14DPT"	"P14"	2369120	2273610	95.9684	54.0024	0.0164956	0	0.309745	0.304633	0.247086	0.138536	0.614378	0.721326	0.189644	0.427944	480	0
"OEL23_N701_S502"	"K5ERP63CKO_UI_14DPT"	"P14"	2178090	2085400	95.7441	60.7099	0.0160044	1.5e-05	0.357334	0.329658	0.156268	0.156726	0.686991	0.811744	0.145633	0.257569	895	0
"OEL23_N704_S507"	"K5ERP63CKO_UI_14DPT"	"P14"	1100640	1048990	95.3078	37.2144	0.0203031	0	0.268031	0.309639	0.257034	0.165296	0.57767	0.887704	0.092617	0.343484	0	0
"OEL23_N704_S511"	"K5ERP63CKO_UI_14DPT"	"P14"	2235920	2130710	95.2949	54.553	0.0174299	0	0.364759	0.327436	0.176244	0.131561	0.692195	0.709681	0.207096	0.373442	0	0
"OEL23_N704_S508"	"K5ERP63CKO_UI_14DPT"	"P14"	2833550	2722040	96.0647	51.6415	0.0159258	1e-06	0.370564	0.310411	0.181153	0.137871	0.680975	0.657859	0.262987	0.365298	13	0
"OEL23_N702_S505"	"K5ERP63CKO_UI_14DPT"	"P14"	1981600	1903500	96.0584	59.3697	0.0159869	0	0.300614	0.264124	0.278528	0.156734	0.564738	0.881582	0.068034	0.339209	0	0
"OEL23_N703_S510"	"K5ERP63CKO_UI_14DPT"	"P14"	2384150	2282920	95.754	61.535	0.0163873	1.2e-05	0.396175	0.351015	0.128845	0.123952	0.74719	0.711881	0.186187	0.380122	4184	0
"OEL23_N703_S503"	"K5ERP63CKO_UI_14DPT"	"P14"	2393100	2292160	95.7822	58.7471	0.0162781	0	0.288475	0.345162	0.217934	0.148429	0.633637	0.783229	0.108677	0.336025	0	0
"OEL23_N701_S505"	"K5ERP63CKO_UI_14DPT"	"P14"	2312910	2200720	95.1493	72.1863	0.0206495	1e-06	0.236169	0.291287	0.330424	0.142119	0.527457	1.6168	0	0.287331	0	0
"OEL23_N702_S506"	"K5ERP63CKO_UI_14DPT"	"P14"	1914550	1835570	95.8745	54.4108	0.0160988	2e-06	0.307681	0.347587	0.190817	0.153913	0.655268	0.801351	0.105225	0.373275	0	0
"OEL23_N702_S511"	"K5ERP63CKO_UI_14DPT"	"P14"	1967480	1876970	95.3998	56.1777	0.0164282	0	0.268028	0.321234	0.26348	0.147259	0.589262	0.892982	0.073215	0.362718	0	0
"OEL23_N704_S506"	"K5ERP63CKO_UI_14DPT"	"P14"	2811640	2701560	96.0847	49.2828	0.015697	1e-05	0.289112	0.268825	0.290426	0.151627	0.557937	0.686212	0.215674	0.411715	5	0
"OEL23_N704_S505"	"K5ERP63CKO_UI_14DPT"	"P14"	2036910	1945120	95.4936	66.4801	0.0197815	3e-06	0.390709	0.323661	0.150151	0.135477	0.714369	0.892387	0.077418	0.370584	0	0
"OEL23_N702_S507"	"K5ERP63CKO_UI_14DPT"	"P14"	2270010	2172840	95.7193	58.0572	0.0153452	0	0.336436	0.365541	0.172013	0.12601	0.701977	0.778429	0.112195	0.310368	0	0
"OEL23_N701_S506"	"K5ERP63CKO_UI_14DPT"	"P14"	1152730	951149	82.513	62.4055	0.0981043	4e-06	0.224962	0.403175	0.122806	0.249053	0.628137	1.7718	0	0.835634	0	0
"OEL23_N702_S508"	"K5ERP63CKO_UI_14DPT"	"P14"	1754050	1683370	95.9704	53.0776	0.0151724	0	0.266556	0.257099	0.327942	0.148403	0.523655	0.989551	0.068808	0.338267	0	0
"OEL23_N701_S511"	"K5ERP63CKO_UI_14DPT"	"P14"	2195310	2083280	94.8966	52.6111	0.0208372	1.2e-05	0.293163	0.29614	0.265449	0.145236	0.589303	0.753362	0.13627	0.376457	0	0
"OEL23_N701_S508"	"K5ERP63CKO_UI_14DPT"	"P14"	928692	829078	89.2737	49.0569	0.062233	9e-06	0.259453	0.323955	0.216063	0.20052	0.583408	1.28517	0	0.446512	753	0
"OEL23_N704_S510"	"K5ERP63CKO_UI_14DPT"	"P14"	2407440	2305060	95.7472	47.1489	0.0159111	0	0.287346	0.314104	0.250658	0.147892	0.60145	0.698455	0.198224	0.419745	659	0
"OEL23_N705_S502"	"K5ERP63CKO_UI_14DPT"	"P14"	2308940	2203300	95.4244	62.5638	0.0195812	0	0.337264	0.297077	0.230214	0.135445	0.634341	0.830816	0.105091	0.398755	1552	0
"OEL23_N706_S502"	"K5ERP63CKO_UI_14DPT"	"P14"	2215640	2108490	95.1637	50.6643	0.0182207	7e-06	0.244333	0.262663	0.355899	0.137097	0.506997	0.805627	0.103363	0.431862	0	0
"OEL23_N704_S503"	"K5ERP63CKO_UI_14DPT"	"P14"	2673790	2568300	96.0546	60.5481	0.0155611	0	0.343203	0.338217	0.174696	0.143885	0.68142	0.745201	0.118615	0.38422	0	0
"OEL23_N703_S502"	"K5ERP63CKO_UI_14DPT"	"P14"	2450320	2363500	96.4567	48.4164	0.0122704	8e-06	0.259367	0.238239	0.376091	0.126294	0.497606	0.711685	0.196725	0.377926	2222	0
