"Experiment"	"Batch"	"NREADS"	"NALIGNED"	"RALIGN"	"TOTAL_DUP"	"PRIMER"	"PCT_RIBOSOMAL_BASES"	"PCT_CODING_BASES"	"PCT_UTR_BASES"	"PCT_INTRONIC_BASES"	"PCT_INTERGENIC_BASES"	"PCT_MRNA_BASES"	"MEDIAN_CV_COVERAGE"	"MEDIAN_5PRIME_BIAS"	"MEDIAN_3PRIME_BIAS"	"CreER"	"ERCC_reads"
"GBCP05_N719_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	436061	406067	93.1216	33.6691	0.0419714	0	0.220593	0.314687	0.283957	0.180764	0.53528	1.12892	0	0.630411	0	0
"OEL15_N722_S505"	"K5ERP63CKO_UI_24HPT"	"P10"	1196830	1123860	93.9029	46.2031	0.0289108	1.6e-05	0.257252	0.347325	0.260223	0.135184	0.604577	1.11938	0	0.579915	0	2
"GBCO04_N706_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	519520	398500	76.7054	86.4266	0.113583	0	0.017072	0.021239	0.037001	0.924688	0.038311	4.60703	0	0	0	0
"OEL15_N723_S503"	"K5ERP63CKO_UI_24HPT"	"P10"	1463530	1401000	95.7276	50.3583	0.0198915	1.7e-05	0.176471	0.251221	0.461744	0.110547	0.427692	1.26198	0	0.450007	7	3
"GBCP05_N726_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	502622	460851	91.6894	38.6507	0.0514592	0	0.234068	0.301317	0.301084	0.16353	0.535386	1.1457	0	0.509261	0	0
"OEL14_N728_S518"	"K5ERP63CKO_UI_48HPT"	"P06"	1759130	1650060	93.7997	45.0527	0.0313642	1.9e-05	0.251806	0.290606	0.295521	0.162047	0.542412	0.91649	0.06558	0.466901	418	0
"GBCO04_N704_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1004490	966047	96.173	45.9606	0.0203942	4e-06	0.290009	0.322912	0.258041	0.129034	0.612921	0.991339	0.012404	0.474905	0	0
"GBCP05_N722_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1284850	1170800	91.1238	61.3052	0.0483824	2e-06	0.292565	0.339048	0.082836	0.285549	0.631613	1.00693	0.040865	0.604551	0	0
"GBCO04_N701_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1539340	1455580	94.5591	56.9542	0.0286526	0	0.246196	0.309731	0.251627	0.192446	0.555928	1.14201	0	0.516963	0	0
"GBCO04_N706_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	462845	441147	95.312	24.1826	0.0274571	0	0.215921	0.256158	0.398154	0.129767	0.472079	1.08452	0	0.486446	0	0
"GBCP05_N728_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	300276	281536	93.7591	22.2203	0.0375849	0	0.226648	0.267573	0.358831	0.146948	0.494221	1.05322	0.030926	0.539579	0	0
"OEL15_N719_S503"	"K5ERP63CKO_UI_48HPT"	"P06"	710181	671725	94.585	48.009	0.0322618	0	0.317862	0.360893	0.165859	0.155386	0.678755	1.08436	0	0.451784	137	2
"GBCP05_N724_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	409405	387808	94.7248	25.0159	0.0297772	3e-06	0.175818	0.262329	0.426595	0.135255	0.438147	1.09322	0	0.546062	0	0
"OEL15_N723_S502"	"K5ERP63CKO_UI_24HPT"	"P10"	1460440	1376390	94.2447	48.8242	0.0252214	0	0.228181	0.310682	0.317068	0.144068	0.538863	1.07805	0	0.483552	1	2
"GBCO04_N712_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	2105820	2032140	96.5013	42.914	0.0173641	1e-06	0.212046	0.257554	0.395262	0.135137	0.4696	0.789523	0.076702	0.469536	0	0
"GBCO04_N710_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1226920	1171550	95.4872	48.0445	0.0221832	0	0.197849	0.229799	0.454831	0.117522	0.427647	1.29487	0	0.410746	0	0
"OEL15_N726_S511"	"K5ERP63CKO_UI_24HPT"	"P10"	467101	402536	86.1775	89.7639	0.0566732	0	0.00876	0.007595	0.00795	0.975695	0.016355	1.43215	0	0.841533	0	3
"GBCP05_N719_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3120570	2925760	93.7574	67.1165	0.0311102	0	0.280811	0.367695	0.209536	0.141958	0.648506	1.03274	0.000345	0.488784	0	0
"OEL15_N729_S505"	"K5ERP63CKO_UI_24HPT"	"P10"	1275540	1198530	93.9627	61.0247	0.0274373	0	0.339643	0.235016	0.28088	0.144461	0.574659	1.33592	0	0.482535	13	0
"GBCO04_N702_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1226680	1178930	96.108	26.9313	0.0211911	1e-06	0.178521	0.204773	0.481317	0.135388	0.383294	0.934683	0.047367	0.521962	0	0
"OEL15_N718_S502"	"K5ERP63CKO_UI_48HPT"	"P06"	1480650	1409780	95.2135	45.1672	0.0219877	1e-06	0.260174	0.32428	0.263316	0.152229	0.584455	0.854603	0.073832	0.50999	1	4
"GBCP05_N721_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2728740	2558540	93.7629	64.5347	0.0353934	0	0.232748	0.348982	0.261722	0.156548	0.58173	1.09512	0	0.593251	0	0
"OEL15_N728_S503"	"K5ERP63CKO_UI_24HPT"	"P10"	1492370	1412460	94.6453	61.8875	0.0275741	0	0.310027	0.311189	0.18585	0.192933	0.621216	1.1683	0	0.451383	5993	3
"OEL15_N716_S505"	"K5ERP63CKO_UI_48HPT"	"P06"	1674650	1606220	95.9137	45.244	0.0207572	1.5e-05	0.204917	0.269861	0.395811	0.129396	0.474778	1.00593	0	0.459694	28	1
"GBCO04_N712_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1482990	1380610	93.0963	50.5826	0.0280268	9e-06	0.100642	0.188762	0.531737	0.17885	0.289405	1.73676	0	0.585391	0	0
"GBCO04_N711_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1570820	1489960	94.8521	50.9464	0.0268328	2.6e-05	0.217859	0.268116	0.329203	0.184795	0.485976	1.10712	0	0.481094	0	0
"GBCO04_N710_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1023980	986160	96.3063	32.4058	0.0185191	9e-06	0.137168	0.19613	0.512334	0.154359	0.333297	1.2459	0	0.49108	0	0
"GBCO04_N701_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1869130	1798880	96.2413	41.3757	0.0201818	7e-06	0.255425	0.281695	0.35327	0.109603	0.53712	0.771791	0.097722	0.471489	0	0
"OEL15_N716_S507"	"K5ERP63CKO_UI_48HPT"	"P06"	363585	338440	93.0841	33.2765	0.0321135	0	0.347733	0.363542	0.150525	0.1382	0.711275	1.05749	0.006058	0.544141	837	0
"OEL15_N719_S510"	"K5ERP63CKO_UI_48HPT"	"P06"	518305	491200	94.7705	40.7866	0.0319345	0	0.232347	0.273967	0.343491	0.150194	0.506315	1.13143	0	0.434304	902	2
"GBCO04_N714_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1188370	1080350	90.9102	58.9555	0.0505474	6e-06	0.079583	0.148859	0.525909	0.245643	0.228441	2.28801	0	0.346646	0	0
"OEL15_N718_S508"	"K5ERP63CKO_UI_48HPT"	"P06"	1367550	1292580	94.5177	49.3232	0.0292044	2e-06	0.321301	0.333769	0.190455	0.154473	0.65507	0.958776	0.059305	0.450889	4	2
"GBCP05_N719_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1534930	1451030	94.5336	45.3236	0.0258856	1e-06	0.223799	0.279063	0.349268	0.147869	0.502862	0.930705	0.06056	0.581637	0	0
"OEL15_N728_S505"	"K5ERP63CKO_UI_24HPT"	"P10"	1376900	1296500	94.1602	62.5828	0.0283752	0	0.308299	0.32671	0.154815	0.210176	0.635009	1.27242	0	0.482505	1527	1
"OEL15_N716_S506"	"K5ERP63CKO_UI_48HPT"	"P06"	1722010	1637460	95.0898	62.4494	0.0233221	0	0.210191	0.273941	0.392301	0.123566	0.484133	1.65563	0	0.307639	8533	3
"GBCP05_N719_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1236600	1133070	91.6278	60.8892	0.0461054	0	0.198397	0.310823	0.314104	0.176676	0.509221	1.77913	0	0.795162	0	0
"GBCP05_N727_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	147402	132126	89.6365	28.9891	0.0632491	0	0.219047	0.324113	0.279318	0.177522	0.54316	1.09318	0	0.64286	0	0
"GBCO04_N707_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1600900	1539810	96.1843	43.2921	0.0203207	2.5e-05	0.189971	0.258576	0.42477	0.126658	0.448546	1.04995	0	0.503583	0	0
"GBCP05_N721_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1468230	1357540	92.4614	71.9115	0.0378617	0	0.392683	0.454909	0.025441	0.126967	0.847592	1.38391	0	0.4893	0	0
"OEL15_N716_S508"	"K5ERP63CKO_UI_48HPT"	"P06"	1838840	1744370	94.8624	64.635	0.0270909	0	0.321	0.287473	0.265169	0.126357	0.608473	1.1545	0	0.427834	1	1
"GBCP05_N720_S503"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3985150	3796510	95.2663	61.8364	0.0228661	2.6e-05	0.353555	0.334714	0.191185	0.12052	0.688269	0.720671	0.107437	0.517878	0	0
"GBCP05_N726_S506"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	354309	322807	91.1089	36.955	0.0519558	0	0.213537	0.317512	0.286059	0.182892	0.531049	1.13729	0	0.509906	0	0
"OEL15_N719_S505"	"K5ERP63CKO_UI_48HPT"	"P06"	1472380	1404360	95.38	43.247	0.0240349	0	0.167384	0.233877	0.396875	0.201865	0.40126	1.10994	0	0.482626	0	0
"OEL15_N720_S511"	"K5ERP63CKO_UI_48HPT"	"P06"	1094480	1026170	93.7585	58.8644	0.0371095	0	0.332745	0.367931	0.145122	0.154202	0.700676	1.18864	0	0.556169	1623	3
"OEL14_N728_S521"	"K5ERP63CKO_UI_48HPT"	"P06"	1917380	1833650	95.6332	44.0792	0.0208023	1e-06	0.300138	0.283532	0.284998	0.131332	0.58367	0.760705	0.160624	0.449024	1220	0
"OEL15_N729_S503"	"K5ERP63CKO_UI_24HPT"	"P10"	1448940	1384500	95.5526	48.7246	0.0201505	3.8e-05	0.214351	0.291595	0.363953	0.130063	0.505946	1.07647	0	0.508994	0	1
"OEL14_N729_S521"	"K5ERP63CKO_UI_48HPT"	"P06"	1285500	1171120	91.1022	70.0132	0.0429242	0	0.2784	0.357549	0.180437	0.183615	0.635949	1.80625	0	0.693443	4278	0
"GBCO04_N703_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	2091870	2020400	96.5838	41.7815	0.01761	0	0.199441	0.230471	0.45658	0.113507	0.429912	0.830057	0.069698	0.504744	0	0
"OEL15_N716_S502"	"K5ERP63CKO_UI_48HPT"	"P06"	1589630	1507310	94.8214	53.7279	0.0258081	0	0.308908	0.255322	0.273136	0.162634	0.56423	1.1218	0.005846	0.28371	0	0
"GBCP05_N726_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	509533	474578	93.1398	36.7129	0.0394236	0	0.330817	0.370226	0.135858	0.163098	0.701044	0.93155	0.045334	0.608074	0	0
"GBCP05_N727_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	1062260	1000280	94.1651	45.0811	0.0293988	0	0.361419	0.358741	0.122778	0.157062	0.72016	0.787332	0.123167	0.526058	0	0
"GBCP05_N720_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	4275550	4036830	94.4166	63.8498	0.0307914	1e-06	0.347751	0.370932	0.155407	0.125909	0.718683	0.715923	0.116545	0.633017	0	0
"OEL15_N724_S510"	"K5ERP63CKO_UI_24HPT"	"P10"	553913	514381	92.8631	48.0376	0.0348248	5e-06	0.233041	0.278937	0.322372	0.165645	0.511978	1.54954	0	0.467281	1	1
"GBCP05_N721_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3587520	3371540	93.9799	62.761	0.0339177	0	0.474702	0.299679	0.099756	0.125862	0.774382	0.700805	0.184229	0.346786	0	0
"OEL15_N728_S507"	"K5ERP63CKO_UI_24HPT"	"P10"	1458770	1384100	94.881	51.4558	0.0224276	3.6e-05	0.203178	0.25055	0.399221	0.147015	0.453728	1.11711	0	0.475966	401	6
"OEL14_N729_S522"	"K5ERP63CKO_UI_48HPT"	"P06"	1721320	1641480	95.3614	48.7134	0.0215051	1.4e-05	0.210891	0.221931	0.38922	0.177944	0.432822	1.15434	0	0.277096	639	0
"OEL14_N728_S522"	"K5ERP63CKO_UI_48HPT"	"P06"	1745130	1665530	95.4386	47.8229	0.0201672	0	0.248925	0.270001	0.337466	0.143607	0.518926	0.893681	0.06733	0.387783	3	0
"GBCP05_N722_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1086860	982877	90.433	62.5369	0.053855	1e-06	0.174587	0.263504	0.31014	0.251767	0.438092	1.76786	0	0.641313	0	0
"GBCO04_N710_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	689721	660212	95.7216	42.5846	0.0226699	0	0.302013	0.408992	0.145313	0.143682	0.711005	1.08675	0	0.455659	0	0
"OEL15_N727_S502"	"K5ERP63CKO_UI_24HPT"	"P10"	1731650	1647780	95.1566	43.2671	0.022551	2e-06	0.233187	0.241804	0.399361	0.125646	0.474991	0.898373	0.075217	0.47789	1	5
"GBCP05_N728_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	408838	378904	92.6783	28.3224	0.0353074	1e-05	0.237946	0.25219	0.367133	0.142721	0.490136	1.0814	0.051153	0.456187	0	0
"GBCO04_N711_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1634300	1557370	95.2929	47.4302	0.0267202	0	0.244423	0.30512	0.341208	0.109249	0.549543	1.0575	0	0.511751	0	0
"GBCP05_N724_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	240806	217905	90.4899	20.6573	0.0445491	0	0.215304	0.268987	0.366586	0.149123	0.48429	1.06054	0.037632	0.52841	0	0
"GBCO04_N712_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1933470	1864220	96.418	46.9797	0.0168088	0	0.163455	0.235039	0.481648	0.119858	0.398494	0.969614	0.002852	0.423235	0	0
"GBCO04_N710_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1596860	1538400	96.3385	57.2343	0.0188538	6.4e-05	0.165654	0.25342	0.470694	0.110167	0.419074	1.49734	0	0.333817	0	0
"OEL15_N724_S505"	"K5ERP63CKO_UI_24HPT"	"P10"	1336930	1267260	94.7887	50.82	0.0243957	1.5e-05	0.17725	0.220387	0.473412	0.128937	0.397637	1.55445	0	0.359262	1260	0
"OEL15_N727_S508"	"K5ERP63CKO_UI_24HPT"	"P10"	207517	164702	79.368	86.1497	0.0796828	0	0.016926	0.023422	0.005838	0.953814	0.040348	1.91407	0	0.663178	2	3
"GBCO04_N702_S513"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1565490	1482220	94.6811	47.2186	0.026417	1.7e-05	0.133178	0.2011	0.434674	0.231032	0.334278	1.44524	0	0.683444	0	0
"OEL15_N726_S502"	"K5ERP63CKO_UI_24HPT"	"P10"	1455200	1328270	91.278	61.5388	0.0417575	0	0.124435	0.235084	0.450788	0.189693	0.359519	2.21758	0	0.564061	99	3
"OEL15_N722_S511"	"K5ERP63CKO_UI_24HPT"	"P10"	1152830	1095270	95.0067	43.0523	0.0209064	0	0.205578	0.251498	0.377503	0.165421	0.457076	1.1486	0	0.43569	0	1
"GBCP05_N721_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1790380	1629520	91.0155	51.0646	0.0535607	2e-06	0.159423	0.26093	0.418231	0.161414	0.420353	1.28287	0	0.672892	0	0
"GBCP05_N720_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3260700	3134380	96.126	57.6377	0.0178433	0	0.178739	0.202663	0.495924	0.122674	0.381402	1.03173	0	0.483098	0	0
"OEL15_N722_S506"	"K5ERP63CKO_UI_24HPT"	"P10"	626351	579797	92.5674	46.4217	0.0399007	0	0.276441	0.334847	0.229635	0.159078	0.611287	1.36471	0	0.481061	2242	15
"GBCO04_N711_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1812740	1732550	95.576	70.3452	0.0259254	0	0.222964	0.386739	0.24414	0.146157	0.609702	1.60494	0	0.347061	0	0
"OEL15_N720_S502"	"K5ERP63CKO_UI_48HPT"	"P06"	1521490	1444540	94.9428	55.7962	0.0279661	0	0.177783	0.261616	0.406554	0.154048	0.439398	1.62256	0	0.352845	1959	1
"GBCP05_N720_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2398020	2234450	93.1789	66.718	0.0300349	0	0.303281	0.358628	0.217417	0.120674	0.661909	1.2043	0	0.52053	0	0
"GBCO04_N707_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1777760	1691130	95.127	58.4013	0.0249095	3e-05	0.243755	0.329587	0.292079	0.134549	0.573341	1.17208	0	0.46588	0	0
"OEL15_N724_S503"	"K5ERP63CKO_UI_24HPT"	"P10"	1362870	1299950	95.3831	52.8181	0.0217266	0	0.158644	0.189453	0.511758	0.140145	0.348097	1.60183	0	0.177958	861	3
"OEL15_N723_S506"	"K5ERP63CKO_UI_24HPT"	"P10"	1525380	1457250	95.5332	40.7231	0.0219533	0	0.224878	0.257798	0.394026	0.123297	0.482677	0.83962	0.108847	0.497486	1	4
"OEL15_N721_S502"	"K5ERP63CKO_UI_48HPT"	"P06"	1950240	1832780	93.9775	53.2212	0.0286939	2e-06	0.358041	0.346111	0.145344	0.150502	0.704153	0.756935	0.123691	0.484082	0	2
"GBCO04_N706_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	394455	371412	94.1583	33.0541	0.0335126	0	0.258767	0.34645	0.275775	0.119008	0.605217	1.17996	0	0.494578	0	0
"GBCO04_N714_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	350331	328170	93.6743	31.109	0.0376957	0	0.164538	0.249657	0.448827	0.136978	0.414195	1.24091	0	0.477367	0	0
"GBCP05_N719_S511"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	3369560	3154500	93.6173	58.0459	0.0336957	0	0.198573	0.319191	0.317829	0.164406	0.517764	0.935847	0.030568	0.772158	0	0
"OEL14_N728_S513"	"K5ERP63CKO_UI_48HPT"	"P06"	1494620	1385320	92.687	63.8614	0.0384274	0	0.278173	0.318961	0.261996	0.140869	0.597134	1.32137	0	0.459539	0	0
"OEL15_N722_S507"	"K5ERP63CKO_UI_24HPT"	"P10"	686061	640272	93.3258	43.0973	0.0345662	2.4e-05	0.326443	0.332557	0.191094	0.149883	0.659	1.13642	0.010677	0.455761	1	3
"GBCP05_N722_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	641736	605963	94.4256	35.7738	0.0340583	0	0.176627	0.281278	0.363522	0.178574	0.457904	1.16792	0	0.482703	0	0
"GBCP05_N723_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	529259	492666	93.086	37.0673	0.0398639	5e-06	0.210188	0.300888	0.352898	0.136021	0.511076	1.17238	0	0.635747	0	0
"OEL15_N723_S511"	"K5ERP63CKO_UI_24HPT"	"P10"	1154980	1081370	93.6265	62.0509	0.0311863	0	0.328433	0.315519	0.197851	0.158197	0.643952	1.3546	0	0.314906	1	3
"GBCO04_N704_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1887940	1820800	96.4439	37.5953	0.0172089	0	0.195614	0.213459	0.460962	0.129965	0.409073	0.797953	0.110777	0.486556	0	0
"OEL15_N723_S507"	"K5ERP63CKO_UI_24HPT"	"P10"	213134	177914	83.4752	70.0702	0.0754274	0	0.355309	0.463316	0.049448	0.131926	0.818625	1.79495	0	0.799725	1	2
"GBCP05_N723_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	1031220	976627	94.7056	43.6226	0.0300309	0	0.287426	0.376197	0.197021	0.139356	0.663623	0.913512	0.044514	0.537347	0	0
"OEL15_N728_S511"	"K5ERP63CKO_UI_24HPT"	"P10"	1537050	1468230	95.5224	54.5064	0.0211422	0	0.177761	0.222427	0.470898	0.128915	0.400188	1.38234	0	0.399533	0	1
"GBCP05_N718_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1051200	994692	94.6248	34.5702	0.024973	5e-06	0.153602	0.225848	0.45247	0.168075	0.37945	1.11126	0	0.61307	0	0
"GBCP05_N718_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1572330	1478430	94.0279	55.4601	0.0269916	2e-06	0.18943	0.212121	0.358158	0.240289	0.401551	1.02504	0.000989	0.604437	0	0
"GBCO04_N712_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	387667	342489	88.3462	81.8444	0.0501898	0	0.201522	0.278349	0.039662	0.480467	0.479871	1.89932	0	0.645926	0	0
"GBCO04_N714_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1719750	1660240	96.5399	35.3369	0.018436	7e-06	0.199211	0.221717	0.463725	0.115339	0.420929	0.800788	0.083975	0.562768	0	0
"GBCO04_N703_S518"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1746850	1635240	93.6109	63.3251	0.0337233	2e-06	0.190135	0.27472	0.317367	0.217777	0.464855	1.47156	0	0.624775	0	0
"GBCP05_N721_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	963740	872165	90.498	58.6098	0.0621462	0	0.187673	0.241503	0.344684	0.226139	0.429176	1.70461	0	0.600806	0	0
"GBCP05_N716_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1532240	1426510	93.0998	53.5572	0.0373359	0	0.282316	0.335957	0.208784	0.172942	0.618274	0.952631	0.037542	0.65609	0	0
"GBCO04_N705_S516"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1833400	1768460	96.458	38.6725	0.0175408	2e-06	0.211041	0.2291	0.430154	0.129703	0.44014	0.787705	0.106235	0.515565	0	0
"OEL15_N719_S508"	"K5ERP63CKO_UI_48HPT"	"P06"	803775	752689	93.6442	57.6953	0.0345743	2e-06	0.342543	0.404947	0.072705	0.179802	0.747491	1.36057	0	0.460054	5075	0
"OEL15_N718_S510"	"K5ERP63CKO_UI_48HPT"	"P06"	448034	419741	93.6851	42.5835	0.0348624	3e-06	0.305153	0.314735	0.219177	0.160932	0.619888	1.1484	0	0.494112	217	3
"OEL15_N728_S506"	"K5ERP63CKO_UI_24HPT"	"P10"	119871	90186	75.2359	41.6283	0.124683	0	0.10408	0.179688	0.359236	0.356996	0.283768	1.67733	0	1.17534	1	16
"GBCP05_N726_S510"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	641143	583808	91.0574	31.8338	0.0548407	5e-06	0.144595	0.223711	0.460647	0.171043	0.368306	1.19113	0	0.724385	0	0
"GBCP05_N719_S505"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2496320	2389720	95.7299	42.2752	0.0244178	1.9e-05	0.182423	0.239293	0.440994	0.137272	0.421715	0.802113	0.081642	0.660803	0	0
"GBCP05_N723_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	516424	489111	94.7111	25.7644	0.0311227	1.3e-05	0.165501	0.278666	0.414676	0.141143	0.444168	1.10734	0	0.527895	0	0
"GBCO04_N705_S522"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1848390	1755360	94.9671	49.049	0.0258008	1e-06	0.270718	0.349573	0.23404	0.145667	0.620291	0.825127	0.061402	0.61368	0	0
"OEL15_N727_S511"	"K5ERP63CKO_UI_24HPT"	"P10"	1023230	106706	10.4284	85.9154	0.386646	0	0.159514	0.264942	0.355296	0.220247	0.424457	1.23516	0	0.609666	0	4
"GBCO04_N712_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1483380	1409030	94.9877	75.6445	0.0234722	0	0.433226	0.433818	0.018948	0.114007	0.867044	1.23755	0	0.436745	0	0
"GBCP05_N718_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	1536580	1461860	95.1376	37.7217	0.0263215	1.2e-05	0.190566	0.261246	0.38	0.168177	0.451811	0.857915	0.07522	0.729782	0	0
"GBCO04_N714_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1150350	1107180	96.2475	31.8585	0.0204613	0	0.196863	0.251977	0.420562	0.130598	0.44884	0.866782	0.06307	0.507889	0	0
"GBCO04_N703_S517"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	993397	875581	88.1401	69.1527	0.0673821	0	0.151813	0.20578	0.204464	0.437944	0.357593	2.03574	0	0.68968	0	0
"GBCP05_N721_S507"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09A"	2997100	2795690	93.28	52.4181	0.0391603	4e-06	0.159449	0.217326	0.459751	0.163469	0.376776	1.01718	0.003279	0.715296	0	0
"GBCO04_N701_S515"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	1608810	1549000	96.282	42.0359	0.0187396	0	0.164749	0.263537	0.399591	0.172123	0.428286	0.961474	0	0.56075	0	0
"GBCP05_N723_S502"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	806136	756030	93.7844	41.3324	0.0301425	0	0.262339	0.301289	0.311656	0.124716	0.563627	1.15066	0	0.401491	0	0
"OEL14_N729_S520"	"K5ERP63CKO_UI_48HPT"	"P06"	1834870	1725890	94.0605	67.4956	0.0316779	2e-06	0.396198	0.317876	0.156094	0.12983	0.714074	1.07809	0	0.457475	30	0
"OEL15_N718_S511"	"K5ERP63CKO_UI_48HPT"	"P06"	870312	831996	95.5974	40.6603	0.0239535	0	0.189407	0.21786	0.44934	0.143393	0.407267	1.18578	0	0.405247	1121	3
"OEL15_N722_S510"	"K5ERP63CKO_UI_24HPT"	"P10"	296627	269431	90.8316	38.4812	0.034934	0	0.157751	0.261449	0.401765	0.179035	0.4192	1.52882	0	0.362799	507	1
"GBCP05_N727_S508"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC09B"	153975	142183	92.3416	32.2591	0.0415362	0	0.306823	0.390712	0.137843	0.164622	0.697535	1.06704	0	0.592093	0	0
"GBCO04_N711_S520"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08B"	1810000	1725150	95.3118	56.6322	0.0254709	0	0.185561	0.289305	0.401054	0.12408	0.474866	1.23116	0	0.546012	0	0
"OEL15_N718_S507"	"K5ERP63CKO_UI_48HPT"	"P06"	1309890	1254260	95.7532	40.7694	0.0203016	1.4e-05	0.22437	0.227974	0.417143	0.130499	0.452344	0.927993	0.01872	0.431872	0	2
"GBCO04_N702_S521"	"SOX2EGFP+ICAM-F3-SRB1-"	"GBC08A"	984663	941440	95.6104	39.3093	0.0200195	0	0.218949	0.247653	0.384098	0.1493	0.466602	1.00584	0.005644	0.569816	0	0
